trtmnt,Year,Age,S_NoTr,S_BA,S_SDI,S_CCF,S_TpHt,S_QMD,S_Mer,S_SLgCft,S_SLgBft,R_NoTr,R_Mer,R_SLgCft,R_SLgBft,Aft_BA,Aft_SDI,Aft_CCF,Aft_TpHt, AftQMD,G_PYr,G_Accre,G_Mort,MAIMer,Fortyp,MAISS
ht.a10,1990,6,604,24,45,41,27,2.7,692,683,4015,0,0,0,0,24,45,41,27,2.7,1,29,0,0.0,162,34
ht.a10,1991,7,603,28,58,51,29,2.9,720,712,4216,0,0,0,0,28,58,51,29,2.9,1,22,0,0.0,162,34
ht.a10,1992,8,602,32,67,59,31,3.1,741,733,4366,0,0,0,0,32,67,59,31,3.1,1,27,0,0.0,162,34
ht.a10,1993,9,601,36,78,69,33,3.3,768,760,4558,0,0,0,0,36,78,69,33,3.3,1,23,0,0.0,162,33
ht.a10,1994,10,600,40,86,77,34,3.5,791,783,4719,0,0,0,0,40,86,77,34,3.5,1,23,0,0.0,162,33
ht.a10,1995,11,599,43,94,85,35,3.6,813,805,4880,0,0,0,0,43,94,85,35,3.6,1,24,0,0.0,162,33
ht.a10,1996,12,598,47,102,94,36,3.8,837,830,5054,0,0,0,0,47,102,94,36,3.8,1,26,0,0.0,162,33
ht.a10,1997,13,597,51,111,104,37,4.0,863,855,5241,0,0,0,0,51,111,104,37,4.0,1,24,0,0.0,162,33
ht.a10,1998,14,595,54,118,112,39,4.1,887,876,5388,0,0,0,0,54,118,112,39,4.1,1,50,0,0.0,162,33
ht.a10,1999,15,594,57,125,120,40,4.2,936,895,5530,0,0,0,0,57,125,120,40,4.2,1,29,0,0.0,162,33
ht.a10,2000,16,593,61,133,128,41,4.4,964,917,5689,0,0,0,0,61,133,128,41,4.4,1,21,0,0.0,162,33
ht.a10,2001,17,592,66,143,139,42,4.5,985,938,5842,0,0,0,0,66,143,139,42,4.5,1,29,0,0.0,162,33
ht.a10,2002,18,591,72,154,150,43,4.7,1014,960,6003,0,0,0,0,72,154,150,43,4.7,1,76,0,0.0,162,13
ht.a10,2003,19,590,77,165,160,45,4.9,1090,982,6163,0,0,0,0,77,165,160,45,4.9,1,102,0,0.0,162,13
ht.a10,2004,20,589,82,175,168,46,5.1,1191,1002,6314,0,0,0,0,82,175,168,46,5.1,1,133,0,0.0,162,13
ht.a10,2005,21,588,88,186,178,47,5.2,1323,1024,6476,0,0,0,0,88,186,178,47,5.2,1,133,1,0.0,162,23
ht.a10,2006,22,587,93,196,186,48,5.4,1456,1043,6616,0,0,0,0,93,196,186,48,5.4,1,76,1,0.0,162,22
ht.a10,2007,23,586,98,205,195,50,5.6,1532,1063,6765,0,0,0,0,98,205,195,50,5.6,1,83,1,0.0,162,22
ht.a10,2008,24,585,106,219,206,51,5.8,1614,1089,6964,0,0,0,0,106,219,206,51,5.8,1,78,1,0.0,162,22
ht.a10,2009,25,583,112,231,217,52,5.9,1691,1113,7141,0,0,0,0,112,231,217,52,5.9,1,86,3,0.0,162,22
ht.a10,2010,26,580,119,242,227,53,6.1,1774,1136,7321,0,0,0,0,119,242,227,53,6.1,1,78,8,0.0,162,22
ht.a10,2011,27,571,123,249,232,54,6.3,1844,1153,7452,0,0,0,0,123,249,232,54,6.3,1,86,9,0.0,162,22
ht.a10,2012,28,562,128,255,238,55,6.4,1920,1171,7590,0,0,0,0,128,255,238,55,6.4,1,89,8,0.0,162,22
ht.a10,2013,29,554,131,261,243,56,6.6,2002,1187,7716,0,0,0,0,131,261,243,56,6.6,1,116,10,0.0,162,22
ht.a10,2014,30,545,136,268,249,57,6.8,2108,1208,7873,0,0,0,0,136,268,249,57,6.8,1,136,10,0.0,162,22
ht.a10,2015,31,537,141,275,255,58,6.9,2234,1227,8021,0,0,0,0,141,275,255,58,6.9,1,220,13,0.0,162,22
ht.a10,2016,32,527,147,284,263,59,7.2,2441,1251,8208,0,0,0,0,147,284,263,59,7.2,1,205,13,0.0,162,21
ht.a10,2017,33,519,152,290,269,60,7.3,2632,1270,8357,0,0,0,0,152,290,269,60,7.3,1,211,15,0.0,162,21
ht.a10,2018,34,512,157,298,276,61,7.5,2828,1290,8514,0,0,0,0,157,298,276,61,7.5,1,172,15,0.0,162,21
ht.a10,2019,35,505,161,304,281,62,7.7,2985,1310,8665,0,0,0,0,161,304,281,62,7.7,1,186,15,0.0,162,21
ht.a10,2020,36,499,166,310,287,63,7.8,3156,1349,8905,0,0,0,0,166,310,287,63,7.8,1,162,16,0.0,162,21
ht.a10,2021,37,493,170,316,292,63,8.0,3302,1502,9664,0,0,0,0,170,316,292,63,8.0,1,162,16,0.0,162,21
ht.a10,2022,38,488,174,321,297,64,8.1,3447,1648,10390,0,0,0,0,174,321,297,64,8.1,1,163,17,0.0,162,21
ht.a10,2023,39,482,179,327,302,65,8.2,3593,1851,11388,0,0,0,0,179,327,302,65,8.2,1,135,16,0.0,404,11
ht.a10,2024,40,478,182,332,307,65,8.4,3713,2002,12144,0,0,0,0,182,332,307,65,8.4,0,0,0,0.0,404,11
ht.a10,1984,0,285,105,192,211,74,8.2,2506,1665,8892,278,1901,1068,5366,17,23,26,86,19.9,1,13,1,0.0,404,12
ht.a10,1985,1,165,17,23,26,18,4.3,618,609,3611,0,0,0,0,17,23,26,18,4.3,1,14,0,0.0,404,34
ht.a10,1986,2,632,17,24,26,19,2.2,631,622,3702,0,0,0,0,17,24,26,19,2.2,1,14,0,0.0,162,32
ht.a10,1987,3,631,18,25,26,21,2.3,644,635,3792,0,0,0,0,18,25,26,21,2.3,1,14,0,0.0,162,34
ht.a10,1988,4,630,18,26,27,22,2.3,658,649,3886,0,0,0,0,18,26,27,22,2.3,1,13,0,0.0,162,34
ht.a10,1989,5,629,20,34,31,24,2.4,670,661,3970,0,0,0,0,20,34,31,24,2.4,1,16,0,0.0,162,14
ht.a10,1990,6,628,22,42,36,25,2.6,686,677,4077,0,0,0,0,22,42,36,25,2.6,1,19,0,0.0,162,34
ht.a10,1991,7,627,26,54,46,26,2.8,704,695,4203,0,0,0,0,26,54,46,26,2.8,1,14,0,0.0,162,34
ht.a10,1992,8,626,29,62,52,27,2.9,717,709,4297,0,0,0,0,29,62,52,27,2.9,1,17,0,0.0,162,34
ht.a10,1993,9,625,33,72,62,28,3.1,734,726,4413,0,0,0,0,33,72,62,28,3.1,1,15,0,0.0,162,33
ht.a10,1994,10,623,36,80,69,29,3.3,749,740,4514,0,0,0,0,36,80,69,29,3.3,1,14,0,0.0,162,33
ht.a10,1995,11,622,39,88,77,30,3.4,763,754,4610,0,0,0,0,39,88,77,30,3.4,1,15,0,0.0,162,33
ht.a10,1996,12,621,43,96,86,31,3.5,778,769,4714,0,0,0,0,43,96,86,31,3.5,1,16,0,0.0,162,33
ht.a10,1997,13,620,46,104,95,32,3.7,793,785,4822,0,0,0,0,46,104,95,32,3.7,1,13,0,0.0,162,33
ht.a10,1998,14,619,49,111,102,32,3.8,805,797,4907,0,0,0,0,49,111,102,32,3.8,1,12,0,0.0,162,33
ht.a10,1999,15,618,52,117,108,33,3.9,817,809,4987,0,0,0,0,52,117,108,33,3.9,1,13,0,0.0,162,33
ht.a10,2000,16,617,56,126,117,34,4.1,830,821,5077,0,0,0,0,56,126,117,34,4.1,1,14,0,0.0,162,33
ht.a10,2001,17,616,60,136,126,35,4.2,844,833,5161,0,0,0,0,60,136,126,35,4.2,1,22,0,0.0,162,33
ht.a10,2002,18,614,65,146,135,36,4.4,866,846,5250,0,0,0,0,65,146,135,36,4.4,1,58,0,0.0,162,33
ht.a10,2003,19,613,70,156,145,37,4.6,923,859,5338,0,0,0,0,70,156,145,37,4.6,1,114,0,0.0,162,33
ht.a10,2004,20,612,74,165,154,38,4.7,1037,870,5419,0,0,0,0,74,165,154,38,4.7,1,82,0,0.0,162,32
ht.a10,2005,21,611,79,175,164,39,4.9,1119,882,5504,0,0,0,0,79,175,164,39,4.9,1,27,1,0.0,162,32
ht.a10,2006,22,610,83,183,171,40,5.0,1146,893,5576,0,0,0,0,83,183,171,40,5.0,1,31,1,0.0,162,32
ht.a10,2007,23,609,88,192,179,41,5.1,1176,904,5652,0,0,0,0,88,192,179,41,5.1,1,30,1,0.0,162,32
ht.a10,2008,24,608,94,204,191,41,5.3,1206,918,5753,0,0,0,0,94,204,191,41,5.3,1,42,1,0.0,162,32
ht.a10,2009,25,606,99,214,200,42,5.5,1247,931,5842,0,0,0,0,99,214,200,42,5.5,1,70,1,0.0,162,22
ht.a10,2010,26,605,105,224,210,43,5.6,1316,943,5930,0,0,0,0,105,224,210,43,5.6,1,103,1,0.0,162,22
ht.a10,2011,27,604,109,232,218,44,5.7,1419,953,5997,0,0,0,0,109,232,218,44,5.7,1,192,1,0.0,162,22
ht.a10,2012,28,603,113,239,225,45,5.9,1610,963,6069,0,0,0,0,113,239,225,45,5.9,1,171,1,0.0,162,22
ht.a10,2013,29,602,117,247,233,46,6.0,1780,972,6132,0,0,0,0,117,247,233,46,6.0,1,163,5,0.0,162,22
ht.a10,2014,30,598,122,255,241,47,6.1,1938,982,6207,0,0,0,0,122,255,241,47,6.1,1,163,12,0.0,162,22
ht.a10,2015,31,590,125,261,247,48,6.2,2089,992,6276,0,0,0,0,125,261,247,48,6.2,1,177,16,0.0,162,22
ht.a10,2016,32,581,130,268,254,49,6.4,2250,1004,6360,0,0,0,0,130,268,254,49,6.4,1,135,16,0.0,162,22
ht.a10,2017,33,573,133,274,260,50,6.5,2369,1013,6425,0,0,0,0,133,274,260,50,6.5,1,159,17,0.0,162,22
ht.a10,2018,34,565,137,280,267,51,6.7,2511,1022,6491,0,0,0,0,137,280,267,51,6.7,1,146,16,0.0,162,22
ht.a10,2019,35,559,141,285,272,52,6.8,2641,1031,6553,0,0,0,0,141,285,272,52,6.8,1,135,16,0.0,162,22
ht.a10,2020,36,553,144,290,277,53,6.9,2761,1039,6611,0,0,0,0,144,290,277,53,6.9,1,124,16,0.0,162,22
ht.a10,2021,37,547,147,294,282,54,7.0,2868,1047,6669,0,0,0,0,147,294,282,54,7.0,1,131,17,0.0,162,22
ht.a10,2022,38,541,150,299,288,55,7.1,2982,1055,6724,0,0,0,0,150,299,288,55,7.1,1,129,17,0.0,162,21
ht.a10,2023,39,536,153,304,293,56,7.2,3094,1062,6780,0,0,0,0,153,304,293,56,7.2,1,134,17,0.0,162,21
ht.a10,2024,40,531,156,308,298,57,7.3,3212,1070,6836,0,0,0,0,156,308,298,57,7.3,0,0,0,0.0,162,21
ht.a20,1984,0,324,125,227,247,76,8.4,3055,2024,10595,316,2454,1431,7115,17,23,26,87,19.9,1,14,1,0.0,404,12
ht.a20,1985,1,126,17,23,27,18,5.0,614,606,3569,0,0,0,0,17,23,27,18,5.0,1,15,0,0.0,404,34
ht.a20,1986,2,593,17,24,27,19,2.3,629,620,3668,0,0,0,0,17,24,27,19,2.3,1,15,0,0.0,162,34
ht.a20,1987,3,592,18,25,27,21,2.3,643,635,3768,0,0,0,0,18,25,27,21,2.3,1,16,0,0.0,162,34
ht.a20,1988,4,591,18,26,28,23,2.4,659,651,3877,0,0,0,0,18,26,28,23,2.4,1,14,0,0.0,162,34
ht.a20,1989,5,590,20,35,33,24,2.5,673,665,3974,0,0,0,0,20,35,33,24,2.5,1,18,0,0.0,162,14
ht.a20,1990,6,589,23,44,39,26,2.7,691,683,4096,0,0,0,0,23,44,39,26,2.7,1,22,0,0.0,162,34
ht.a20,1991,7,588,28,58,50,27,2.9,712,704,4248,0,0,0,0,28,58,50,27,2.9,1,16,0,0.0,162,34
ht.a20,1992,8,587,31,66,57,29,3.1,728,720,4358,0,0,0,0,31,66,57,29,3.1,1,20,0,0.0,162,34
ht.a20,1993,9,586,35,77,68,31,3.3,748,740,4496,0,0,0,0,35,77,68,31,3.3,1,17,0,0.0,162,33
ht.a20,1994,10,585,39,86,76,33,3.5,764,757,4611,0,0,0,0,39,86,76,33,3.5,1,16,0,0.0,162,33
ht.a20,1995,11,584,42,94,84,34,3.6,780,773,4724,0,0,0,0,42,94,84,34,3.6,1,17,0,0.0,162,33
ht.a20,1996,12,583,46,102,93,35,3.8,797,790,4844,0,0,0,0,46,102,93,35,3.8,1,20,0,0.0,162,33
ht.a20,1997,13,582,50,112,104,36,4.0,817,808,4974,0,0,0,0,50,112,104,36,4.0,1,41,0,0.0,162,33
ht.a20,1998,14,581,54,119,112,37,4.1,858,822,5072,0,0,0,0,54,119,112,37,4.1,1,29,0,0.0,162,33
ht.a20,1999,15,580,57,126,120,39,4.2,887,835,5166,0,0,0,0,57,126,120,39,4.2,1,15,0,0.0,162,33
ht.a20,2000,16,579,62,137,131,40,4.4,901,850,5270,0,0,0,0,62,137,131,40,4.4,1,20,0,0.0,162,33
ht.a20,2001,17,578,67,148,142,41,4.6,921,864,5369,0,0,0,0,67,148,142,41,4.6,1,36,0,0.0,162,33
ht.a20,2002,18,576,73,160,153,43,4.8,957,878,5470,0,0,0,0,73,160,153,43,4.8,1,121,0,0.0,162,23
ht.a20,2003,19,575,79,171,163,44,5.0,1078,892,5571,0,0,0,0,79,171,163,44,5.0,1,163,0,0.0,162,23
ht.a20,2004,20,574,84,182,172,45,5.2,1241,905,5664,0,0,0,0,84,182,172,45,5.2,1,129,1,0.0,162,23
ht.a20,2005,21,573,91,194,182,47,5.4,1369,919,5763,0,0,0,0,91,194,182,47,5.4,1,56,1,0.0,162,22
ht.a20,2006,22,572,96,204,191,48,5.5,1424,931,5848,0,0,0,0,96,204,191,48,5.5,1,61,1,0.0,162,22
ht.a20,2007,23,571,102,214,200,49,5.7,1484,943,5937,0,0,0,0,102,214,200,49,5.7,1,75,1,0.0,162,22
ht.a20,2008,24,570,110,229,213,50,5.9,1558,960,6055,0,0,0,0,110,229,213,50,5.9,1,80,1,0.0,162,22
ht.a20,2009,25,569,117,242,224,52,6.1,1638,974,6157,0,0,0,0,117,242,224,52,6.1,1,99,9,0.0,162,22
ht.a20,2010,26,559,123,251,233,53,6.3,1728,987,6253,0,0,0,0,123,251,233,53,6.3,1,88,9,0.0,162,22
ht.a20,2011,27,550,127,258,239,54,6.5,1807,997,6324,0,0,0,0,127,258,239,54,6.5,1,106,9,0.0,162,22
ht.a20,2012,28,541,131,264,245,55,6.7,1904,1007,6400,0,0,0,0,131,264,245,55,6.7,1,103,9,0.0,162,22
ht.a20,2013,29,533,135,270,250,56,6.8,1997,1016,6468,0,0,0,0,135,270,250,56,6.8,1,140,11,0.0,162,22
ht.a20,2014,30,524,140,278,257,57,7.0,2126,1028,6553,0,0,0,0,140,278,257,57,7.0,1,163,12,0.0,162,21
ht.a20,2015,31,516,145,285,264,58,7.2,2277,1039,6635,0,0,0,0,145,285,264,58,7.2,1,275,16,0.0,162,21
ht.a20,2016,32,506,152,294,272,59,7.4,2536,1052,6733,0,0,0,0,152,294,272,59,7.4,1,213,16,0.0,162,21
ht.a20,2017,33,498,157,301,279,60,7.6,2733,1062,6810,0,0,0,0,157,301,279,60,7.6,1,190,18,0.0,162,21
ht.a20,2018,34,491,162,308,285,61,7.8,2906,1092,6981,0,0,0,0,162,308,285,61,7.8,1,172,17,0.0,162,21
ht.a20,2019,35,484,167,315,291,62,7.9,3060,1184,7434,0,0,0,0,167,315,291,62,7.9,1,172,17,0.0,162,21
ht.a20,2020,36,478,171,321,297,62,8.1,3215,1387,8404,0,0,0,0,171,321,297,62,8.1,1,176,17,0.0,162,21
ht.a20,2021,37,473,175,326,302,63,8.2,3374,1597,9403,0,0,0,0,175,326,302,63,8.2,1,156,18,0.0,162,21
ht.a20,2022,38,468,179,332,308,64,8.4,3512,1751,10154,0,0,0,0,179,332,308,64,8.4,1,151,18,0.0,162,11
ht.a20,2023,39,463,184,338,313,65,8.5,3646,1895,10866,0,0,0,0,184,338,313,65,8.5,1,149,18,0.0,162,11
ht.a20,2024,40,458,188,343,318,65,8.7,3776,2142,12061,0,0,0,0,188,343,318,65,8.7,0,0,0,0.0,162,11
ht.a20,1984,0,296,141,246,283,80,9.3,3805,3045,15655,288,3231,2481,12451,17,24,29,87,18.9,1,18,1,0.0,162,12
ht.a20,1985,1,141,17,24,29,19,4.7,590,581,3316,0,0,0,0,17,24,29,19,4.7,1,20,0,0.0,601,34
ht.a20,1986,2,608,18,25,29,21,2.3,610,601,3451,0,0,0,0,18,25,29,21,2.3,1,20,0,0.0,162,14
ht.a20,1987,3,607,18,26,30,22,2.3,629,620,3582,0,0,0,0,18,26,30,22,2.3,1,22,0,0.0,162,14
ht.a20,1988,4,606,19,27,31,24,2.4,650,641,3729,0,0,0,0,19,27,31,24,2.4,1,20,1,0.0,162,14
ht.a20,1989,5,605,21,37,35,26,2.5,670,661,3861,0,0,0,0,21,37,35,26,2.5,1,25,0,0.0,162,14
ht.a20,1990,6,604,24,46,42,27,2.7,694,685,4032,0,0,0,0,24,46,42,27,2.7,1,31,0,0.0,162,34
ht.a20,1991,7,603,29,60,53,29,3.0,724,716,4246,0,0,0,0,29,60,53,29,3.0,1,22,0,0.0,162,34
ht.a20,1992,8,602,33,69,61,31,3.1,746,738,4401,0,0,0,0,33,69,61,31,3.1,1,29,0,0.0,162,33
ht.a20,1993,9,601,37,81,72,33,3.4,775,767,4603,0,0,0,0,37,81,72,33,3.4,1,24,0,0.0,162,33
ht.a20,1994,10,600,41,89,80,34,3.5,798,790,4773,0,0,0,0,41,89,80,34,3.5,1,24,0,0.0,162,33
ht.a20,1995,11,599,44,97,89,35,3.7,822,814,4940,0,0,0,0,44,97,89,35,3.7,1,26,0,0.0,162,33
ht.a20,1996,12,598,48,106,98,36,3.9,847,839,5122,0,0,0,0,48,106,98,36,3.9,1,29,0,0.0,162,33
ht.a20,1997,13,597,53,116,109,37,4.0,875,866,5317,0,0,0,0,53,116,109,37,4.0,1,36,0,0.0,162,33
ht.a20,1998,14,595,56,123,117,38,4.2,911,887,5468,0,0,0,0,56,123,117,38,4.2,1,43,0,0.0,162,33
ht.a20,1999,15,594,60,130,125,40,4.3,954,907,5614,0,0,0,0,60,130,125,40,4.3,1,22,0,0.0,162,33
ht.a20,2000,16,593,65,140,136,41,4.5,976,928,5771,0,0,0,0,65,140,136,41,4.5,1,25,0,0.0,162,33
ht.a20,2001,17,592,70,151,146,42,4.6,1000,950,5927,0,0,0,0,70,151,146,42,4.6,1,40,0,0.0,162,32
ht.a20,2002,18,591,76,162,157,43,4.8,1040,972,6094,0,0,0,0,76,162,157,43,4.8,1,66,0,0.0,162,13
ht.a20,2003,19,590,81,173,167,44,5.0,1105,995,6260,0,0,0,0,81,173,167,44,5.0,1,193,0,0.0,162,13
ht.a20,2004,20,589,87,184,176,46,5.2,1298,1016,6416,0,0,0,0,87,184,176,46,5.2,1,144,1,0.0,162,23
ht.a20,2005,21,588,93,195,186,47,5.4,1441,1038,6583,0,0,0,0,93,195,186,47,5.4,1,76,1,0.0,162,22
ht.a20,2006,22,587,98,205,194,48,5.5,1516,1057,6726,0,0,0,0,98,205,194,48,5.5,1,66,1,0.0,162,22
ht.a20,2007,23,586,104,215,203,49,5.7,1581,1078,6879,0,0,0,0,104,215,203,49,5.7,1,81,1,0.0,162,22
ht.a20,2008,24,585,112,229,216,51,5.9,1661,1105,7086,0,0,0,0,112,229,216,51,5.9,1,79,2,0.0,162,22
ht.a20,2009,25,582,118,241,226,52,6.1,1738,1129,7268,0,0,0,0,118,241,226,52,6.1,1,97,11,0.0,162,22
ht.a20,2010,26,571,124,250,234,53,6.3,1824,1152,7440,0,0,0,0,124,250,234,53,6.3,1,88,9,0.0,162,22
ht.a20,2011,27,561,128,257,239,54,6.5,1902,1169,7575,0,0,0,0,128,257,239,54,6.5,1,99,9,0.0,162,22
ht.a20,2012,28,552,133,264,245,55,6.6,1992,1187,7716,0,0,0,0,133,264,245,55,6.6,1,94,9,0.0,162,22
ht.a20,2013,29,545,137,269,251,56,6.8,2077,1204,7845,0,0,0,0,137,269,251,56,6.8,1,129,11,0.0,162,22
ht.a20,2014,30,536,142,277,257,57,7.0,2196,1225,8009,0,0,0,0,142,277,257,57,7.0,1,139,11,0.0,162,21
ht.a20,2015,31,528,147,284,264,58,7.1,2324,1245,8166,0,0,0,0,147,284,264,58,7.1,1,239,14,0.0,162,21
ht.a20,2016,32,518,153,293,272,59,7.4,2549,1270,8363,0,0,0,0,153,293,272,59,7.4,1,218,14,0.0,162,21
ht.a20,2017,33,511,158,300,278,60,7.5,2753,1290,8517,0,0,0,0,158,300,278,60,7.5,1,222,16,0.0,162,21
ht.a20,2018,34,503,163,307,284,61,7.7,2960,1346,8842,0,0,0,0,163,307,284,61,7.7,1,176,16,0.0,162,21
ht.a20,2019,35,497,168,314,290,62,7.9,3119,1410,9203,0,0,0,0,168,314,290,62,7.9,1,167,15,0.0,162,21
ht.a20,2020,36,491,172,319,295,63,8.0,3272,1473,9550,0,0,0,0,172,319,295,63,8.0,1,180,16,0.0,162,21
ht.a20,2021,37,486,177,325,301,63,8.2,3436,1674,10539,0,0,0,0,177,325,301,63,8.2,1,158,17,0.0,162,21
ht.a20,2022,38,480,181,331,306,64,8.3,3577,1882,11564,0,0,0,0,181,331,306,64,8.3,1,148,16,0.0,404,11
ht.a20,2023,39,476,185,336,311,65,8.4,3709,2044,12370,0,0,0,0,185,336,311,65,8.4,1,141,16,0.0,404,11
ht.a20,2024,40,471,189,341,315,65,8.6,3834,2199,13147,0,0,0,0,189,341,315,65,8.6,0,0,0,0.0,404,11
ht.a20,1984,0,285,105,192,211,74,8.2,2506,1665,8892,278,1901,1068,5366,17,23,26,86,19.9,1,13,1,0.0,404,12
ht.a20,1985,1,165,17,23,26,18,4.3,618,609,3611,0,0,0,0,17,23,26,18,4.3,1,14,0,0.0,404,34
ht.a20,1986,2,632,17,24,26,19,2.2,631,622,3702,0,0,0,0,17,24,26,19,2.2,1,14,0,0.0,162,32
ht.a20,1987,3,631,18,25,26,21,2.3,644,635,3792,0,0,0,0,18,25,26,21,2.3,1,15,0,0.0,162,34
ht.a20,1988,4,630,18,26,27,22,2.3,658,650,3889,0,0,0,0,18,26,27,22,2.3,1,13,0,0.0,162,34
ht.a20,1989,5,629,20,35,31,24,2.4,671,662,3976,0,0,0,0,20,35,31,24,2.4,1,17,0,0.0,162,14
ht.a20,1990,6,628,23,43,37,25,2.6,687,679,4088,0,0,0,0,23,43,37,25,2.6,1,20,0,0.0,162,34
ht.a20,1991,7,627,27,56,47,26,2.8,707,698,4222,0,0,0,0,27,56,47,26,2.8,1,14,0,0.0,162,34
ht.a20,1992,8,626,30,64,54,27,3.0,721,712,4318,0,0,0,0,30,64,54,27,3.0,1,18,0,0.0,162,34
ht.a20,1993,9,625,34,75,64,28,3.2,738,730,4441,0,0,0,0,34,75,64,28,3.2,1,15,0,0.0,162,33
ht.a20,1994,10,623,37,83,73,29,3.3,753,745,4545,0,0,0,0,37,83,73,29,3.3,1,15,0,0.0,162,33
ht.a20,1995,11,622,41,91,81,30,3.5,768,759,4646,0,0,0,0,41,91,81,30,3.5,1,16,0,0.0,162,33
ht.a20,1996,12,621,44,99,89,31,3.6,783,775,4753,0,0,0,0,44,99,89,31,3.6,1,16,0,0.0,162,33
ht.a20,1997,13,620,48,108,99,31,3.8,799,791,4866,0,0,0,0,48,108,99,31,3.8,1,13,0,0.0,162,33
ht.a20,1998,14,619,51,114,106,32,3.9,812,804,4952,0,0,0,0,51,114,106,32,3.9,1,12,0,0.0,162,33
ht.a20,1999,15,618,54,122,112,33,4.0,823,815,5034,0,0,0,0,54,122,112,33,4.0,1,15,0,0.0,162,33
ht.a20,2000,16,617,58,132,122,34,4.2,838,828,5123,0,0,0,0,58,132,122,34,4.2,1,19,0,0.0,162,33
ht.a20,2001,17,616,63,141,131,35,4.3,857,840,5209,0,0,0,0,63,141,131,35,4.3,1,23,0,0.0,162,33
ht.a20,2002,18,614,68,152,141,36,4.5,879,853,5301,0,0,0,0,68,152,141,36,4.5,1,120,0,0.0,162,33
ht.a20,2003,19,613,73,162,151,37,4.7,999,866,5392,0,0,0,0,73,162,151,37,4.7,1,86,0,0.0,162,32
ht.a20,2004,20,612,78,172,161,38,4.8,1085,878,5474,0,0,0,0,78,172,161,38,4.8,1,65,1,0.0,162,32
ht.a20,2005,21,611,83,182,170,39,5.0,1149,891,5561,0,0,0,0,83,182,170,39,5.0,1,26,1,0.0,162,32
ht.a20,2006,22,610,87,190,178,39,5.1,1175,901,5636,0,0,0,0,87,190,178,39,5.1,1,20,1,0.0,162,32
ht.a20,2007,23,609,91,199,186,40,5.2,1194,912,5713,0,0,0,0,91,199,186,40,5.2,1,38,1,0.0,162,32
ht.a20,2008,24,608,98,211,198,41,5.4,1231,927,5815,0,0,0,0,98,211,198,41,5.4,1,59,1,0.0,162,22
ht.a20,2009,25,606,104,222,208,42,5.6,1289,940,5906,0,0,0,0,104,222,208,42,5.6,1,71,1,0.0,162,22
ht.a20,2010,26,605,110,233,219,43,5.8,1360,953,5997,0,0,0,0,110,233,219,43,5.8,1,129,1,0.0,162,22
ht.a20,2011,27,604,114,241,227,44,5.9,1488,962,6066,0,0,0,0,114,241,227,44,5.9,1,196,1,0.0,162,22
ht.a20,2012,28,603,118,249,235,45,6.0,1683,972,6137,0,0,0,0,118,249,235,45,6.0,1,177,4,0.0,162,22
ht.a20,2013,29,599,122,255,241,46,6.1,1855,981,6198,0,0,0,0,122,255,241,46,6.1,1,171,11,0.0,162,22
ht.a20,2014,30,590,126,262,248,47,6.3,2015,991,6271,0,0,0,0,126,262,248,47,6.3,1,163,13,0.0,162,22
ht.a20,2015,31,582,130,268,254,48,6.4,2164,1001,6341,0,0,0,0,130,268,254,48,6.4,1,178,18,0.0,162,22
ht.a20,2016,32,572,134,275,262,49,6.6,2324,1013,6427,0,0,0,0,134,275,262,49,6.6,1,129,16,0.0,162,22
ht.a20,2017,33,565,138,281,268,50,6.7,2437,1022,6494,0,0,0,0,138,281,268,50,6.7,1,151,17,0.0,162,22
ht.a20,2018,34,558,142,287,274,51,6.8,2571,1032,6562,0,0,0,0,142,287,274,51,6.8,1,144,17,0.0,162,22
ht.a20,2019,35,551,145,292,280,51,7.0,2698,1041,6627,0,0,0,0,145,292,280,51,7.0,1,144,16,0.0,162,22
ht.a20,2020,36,545,148,297,285,52,7.1,2827,1049,6685,0,0,0,0,148,297,285,52,7.1,1,128,16,0.0,162,22
ht.a20,2021,37,540,152,302,290,53,7.2,2939,1057,6742,0,0,0,0,152,302,290,53,7.2,1,129,16,0.0,162,21
ht.a20,2022,38,535,155,306,295,54,7.3,3051,1065,6798,0,0,0,0,155,306,295,54,7.3,1,132,17,0.0,162,21
ht.a20,2023,39,530,158,311,300,55,7.4,3166,1073,6854,0,0,0,0,158,311,300,55,7.4,1,142,17,0.0,162,21
ht.a20,2024,40,525,161,315,305,56,7.5,3292,1080,6908,0,0,0,0,161,315,305,56,7.5,0,0,0,0.0,162,21
ht.a30,1984,0,324,125,227,247,76,8.4,3055,2024,10595,316,2454,1431,7115,17,23,26,87,19.9,1,14,1,0.0,404,12
ht.a30,1985,1,126,17,23,27,18,5.0,614,606,3569,0,0,0,0,17,23,27,18,5.0,1,15,0,0.0,404,34
ht.a30,1986,2,593,17,24,27,19,2.3,629,620,3668,0,0,0,0,17,24,27,19,2.3,1,15,0,0.0,162,34
ht.a30,1987,3,592,18,25,27,21,2.3,643,635,3768,0,0,0,0,18,25,27,21,2.3,1,17,0,0.0,162,34
ht.a30,1988,4,591,18,26,28,23,2.4,659,651,3881,0,0,0,0,18,26,28,23,2.4,1,15,0,0.0,162,34
ht.a30,1989,5,590,21,36,33,24,2.5,674,666,3981,0,0,0,0,21,36,33,24,2.5,1,19,0,0.0,162,14
ht.a30,1990,6,589,24,46,40,26,2.7,692,684,4108,0,0,0,0,24,46,40,26,2.7,1,23,0,0.0,162,34
